 FKBP1B ,-,,,
 FKBP2 ,-,,,
 FKBP3 ,-,,,
 FKBP4 ,-,,,
 FKBP6 ,-,,,
 FKBP7 ,-,,,
 FKBP9L ,-,,,
 FKBPL ,-,,,
 FKRP ,-,,,
 FKRP ,-,,,
 FKTN ,-,,,
 FLAD1 ,-,,,
 FLG ,-,,,
 FLI1 ,-,,,
 FLII ,-,,,
 FLJ10213 ,-,,,
 FLJ10661 ,-,,,
 FLJ11235 ,-,,,
 FLJ11235 ,-,,,
 FLJ12825 ,-,,,
 FLJ12825 ,-,,,
 FLJ13197 ,-,,,
 FLJ13224 ,-,,,
 FLJ14107 ,-,,,
 FLJ22536 ,-,,,
 FLJ23867 ,-,,,
 FLJ25006 ,-,,,
 FLJ30679 ,-,,,
 FLJ33360 ,-,,,
 FLJ33630 ,-,,,
 FLJ34503 ,-,,,
 FLJ35024 ,-,,,
 FLJ35024 ,-,,,
 FLJ35220 ,-,,,
 FLJ35776 ,-,,,
 FLJ35776 ,-,,,
 FLJ37307 ,-,,,
 FLJ37453 ,-,,,
 FLJ37543 ,-,,,
 FLJ39582 ,-,,,
 FLJ39653 ,-,,,
 FLJ39653 ,-,,,
 FLJ39739 ,-,,,
 FLJ39739 ,-,,,
 FLJ40292 ,-,,,
 FLJ40852 ,-,,,
 FLJ41941 ,-,,,
 FLJ42289 ,-,,,
 FLJ42627 ,-,,,
 FLJ42875 ,-,,,
 FLJ43663 ,-,,,
 FLJ44606 ,-,,,
 FLJ45340 ,-,,,
 FLJ45445 ,-,,,
 FLJ90757 ,-,,,
 FLNB ,-,,,
 FLNC ,-,,,
 FLOT1 ,-,,,
 FLOT1 ,-,,,
 FLRT1 ,-,,,
 FLRT2 ,-,,,
 FLT1 ,-,,,
 FLT3LG ,-,,,
 FLVCR1 ,-,,,
 FLVCR1 ,-,,,
 FLYWCH1 ,-,,,
 FLYWCH2 ,-,,,
 FMNL1 ,-,,,
 FMNL2 ,-,,,
 FMO1 ,-,,,
 FMO2 ,-,,,
 FMO3 ,-,,,
 FMO4 ,-,,,
 FMO6P ,-,,,
 FN3KRP ,-,,,
 FNBP1 ,-,,,
 FNBP1L ,-,,,
 FNDC8 ,-,,,
 FNTB ,-,,,
 FOLR1 ,-,,,
 FOLR2 ,-,,,
 FOLR3 ,-,,,
 FOS ,-,,,
 FOSB ,-,,,
 FOXA1 ,-,,,
 FOXA2 ,-,,,
 FOXA3 ,-,,,
 FOXD2 ,-,,,
 FOXE1 ,-,,,
 FOXF1 ,-,,,
 FOXJ1 ,-,,,
 FOXJ2 ,-,,,
 FOXK1 ,-,,,
 FOXK2 ,-,,,
 FOXL1 ,-,,,
 FOXM1 ,-,,,
 FOXM1 ,-,,,
 FOXN2 ,-,,,
 FOXO1 ,-,,,
 FOXP2 ,-,,,
 FOXP4 ,-,,,
 FOXS1 ,-,,,
 FPGS ,-,,,
 FPR1 ,-,,,
 FRAT2 ,-,,,
 FREM2 ,-,,,
 FRG1 ,-,,,
 FRK ,-,,,
 FRMD1 ,-,,,
 FRMD3 ,-,,,
 FRMD4A ,-,,,
 FRMD4B ,-,,,
 FRRS1 ,-,,,
 FRS3 ,-,,,
 FRS3 ,-,,,
 FRY ,-,,,
 FRYL ,-,,,
 FSCN1 ,-,,,
 FSCN2 ,-,,,
 FSD1L ,-,,,
 FSIP1 ,-,,,
 FSTL1 ,-,,,
 FTCD ,-,,,
 FTHL3 ,-,,,
 FTO ,-,,,
 FTO ,-,,,
 FTSJ2 ,-,,,
 FTSJ2 ,-,,,
 FTSJ3 ,-,,,
 FTSJ3 ,-,,,
 FTSJD2 ,-,,,
 FUBP1 ,-,,,
 FUBP3 ,-,,,
 FUCA1 ,-,,,
 FUK ,-,,,
 FUT11 ,-,,,
 FUT3 ,-,,,
 FUT8 ,-,,,
 FUZ ,-,,,
 FXC1 ,-,,,
 FXC1 ,-,,,
 FXR1 ,-,,,
 FXR2 ,-,,,
 FXYD2 ,-,,,
 FXYD3 ,-,,,
 FXYD5 ,-,,,
 FXYD6 ,-,,,
 FXYD7 ,-,,,
 FYCO1 ,-,,,
 FYCO1 ,-,,,
 FYTTD1 ,-,,,
 FZD3 ,-,,,
 FZD4 ,-,,,
 FZD6 ,-,,,
 FZD8 ,-,,,
 G6PC2 ,-,,,
 G6PC3 ,-,,,
 GAA ,-,,,
 GABARAP ,-,,,
 GABARAPL1 ,-,,,
 GABARAPL2 ,-,,,
 GABARAPL3 ,-,,,
 GABBR1 ,-,,,
 GABPA ,-,,,
 GABPA ,-,,,
 GABPB1 ,-,,,
 GABRB2 ,-,,,
 GABRB3 ,-,,,
 GABRD ,-,,,
 GABRG1 ,-,,,
 GABRP ,-,,,
 GABRR1 ,-,,,
 GABRR3 ,-,,,
 GADD45A ,-,,,
 GADD45GIP1 ,-,,,
 GAK ,-,,,
 GAL ,-,,,
 GAL3ST4 ,-,,,
 GALC ,-,,,
 GALE ,-,,,
 GALK2 ,-,,,
 GALM ,-,,,
 GALNS ,-,,,
 GALNS ,-,,,
 GALNT10 ,-,,,
 GALNT11 ,-,,,
 GALNT13 ,-,,,
 GALNT14 ,-,,,
 GALNT3 ,-,,,
 GALNT5 ,-,,,
 GALNT6 ,-,,,
 GALNT8 ,-,,,
 GALNT9 ,-,,,
 GALNT9 ,-,,,
 GALNTL4 ,-,,,
 GALNTL4 ,-,,,
 GALP ,-,,,
 GALT ,-,,,
 GAN ,-,,,
 GANAB ,-,,,
 GAP43 ,-,,,
 GAPDHS ,-,,,
 GAPDHS ,-,,,
 GAPT ,-,,,
 GAPVD1 ,-,,,
 GARNL3 ,-,,,
 GARS ,-,,,
 GART ,-,,,
 GAS1 ,-,,,
 GAS2L1 ,-,,,
 GAS2L3 ,-,,,
 GAS5 ,-,,,
 GAS5 ,-,,,
 GAS7 ,-,,,
 GAS8 ,-,,,
 GATA2 ,-,,,
 GATA5 ,-,,,
 GATAD1 ,-,,,
 GATAD2A ,-,,,
 GATAD2B ,-,,,
 GATC ,-,,,
 GATS ,-,,,
 GATS ,-,,,
 GATSL1 ,-,,,
 GBA ,-,,,
 GBA2 ,-,,,
 GBA2 ,-,,,
 GBAP1 ,-,,,
 GBE1 ,-,,,
 GBGT1 ,-,,,
 GBP1 ,-,,,
 GBP2 ,-,,,
 GBP5 ,-,,,
 GBP6 ,-,,,
 GCC2 ,-,,,
 GCDH ,-,,,
 GCDH ,-,,,
 GCKR ,-,,,
 GCLC ,-,,,
 GCM1 ,-,,,
 GCN1L1 ,-,,,
 GCNT1 ,-,,,
 GCNT3 ,-,,,
 GCNT7 ,-,,,
 GCOM1 ,-,,,
 GCOM1 ,-,,,
 GCSH ,-,,,
 GDAP1L1 ,-,,,
 GDAP2 ,-,,,
 GDE1 ,-,,,
 GDF10 ,-,,,
 GDF11 ,-,,,
 GDF15 ,-,,,
 GDF2 ,-,,,
 GDF3 ,-,,,
 GDF5 ,-,,,
 GDPD1 ,-,,,
 GDPD3 ,-,,,
 GEM ,-,,,
 GEMIN4 ,-,,,
 GEMIN5 ,-,,,
 GEMIN6 ,-,,,
 GEMIN7 ,-,,,
 GEN1 ,-,,,
 GFAP ,-,,,
 GFI1 ,-,,,
 GFI1B ,-,,,
 GFM1 ,-,,,
 GFM2 ,-,,,
 GFOD1 ,-,,,
 GFPT1 ,-,,,
 GFPT2 ,-,,,
 GGA2 ,-,,,
 GGA3 ,-,,,
 GGCT ,-,,,
 GGNBP2 ,-,,,
 GGPS1 ,-,,,
 GGT1 ,-,,,
 GGT1 ,-,,,
 GGT3P ,-,,,
 GGT5 ,-,,,
 GGT6 ,-,,,
 GGT7 ,-,,,
 GGT8P ,-,,,
 GGTLC1 ,-,,,
 GGTLC2 ,-,,,
 GHDC ,-,,,
 GHRHR ,-,,,
 GHRL ,-,,,
 GHRL ,-,,,
 GHRLOS ,-,,,
 GHRLOS ,-,,,
 GHRLOS ,-,,,
 GIGYF1 ,-,,,
 GIGYF2 ,-,,,
 GIGYF2 ,-,,,
 GIMAP1 ,-,,,
 GIMAP2 ,-,,,
 GIMAP4 ,-,,,
 GIMAP5 ,-,,,
 GIMAP6 ,-,,,
 GIMAP7 ,-,,,
 GIMAP8 ,-,,,
 GINS1 ,-,,,
 GINS2 ,-,,,
 GINS3 ,-,,,
 GIPC3 ,-,,,
 GIPR ,-,,,
 GIYD1 ,-,,,
 GIYD2 ,-,,,
 GJA10 ,-,,,
 GJA3 ,-,,,
 GJA5 ,-,,,
 GJA9 ,-,,,
 GJA9 ,-,,,
 GJB3 ,-,,,
 GJB4 ,-,,,
 GJB5 ,-,,,
 GJB7 ,-,,,
 GJC1 ,-,,,
 GJC2 ,-,,,
 GJD4 ,-,,,
 GKAP1 ,-,,,
 GLB1 ,-,,,
 GLB1L ,-,,,
 GLB1L2 ,-,,,
 GLCCI1 ,-,,,
 GLDC ,-,,,
 GLE1 ,-,,,
 GLG1 ,-,,,
 GLIS3 ,-,,,
 GLMN ,-,,,
 GLOD4 ,-,,,
 GLP1R ,-,,,
 GLP2R ,-,,,
 GLRB ,-,,,
 GLRX2 ,-,,,
 GLRX5 ,-,,,
 GLT25D2 ,-,,,
 GLT8D1 ,-,,,
 GLTP ,-,,,
 GLTPD1 ,-,,,
 GLTSCR1 ,-,,,
 GLTSCR2 ,-,,,
 GLUL ,-,,,
 GLYATL2 ,-,,,
 GLYATL3 ,-,,,
 GLYR1 ,-,,,
 GMCL1L ,-,,,
 GMDS ,-,,,
 GMEB1 ,-,,,
 GMEB2 ,-,,,
 GMFB ,-,,,
 GMFG ,-,,,
 GMIP ,-,,,
 GMNN ,-,,,
 GMPPA ,-,,,
 GMPPB ,-,,,
 GMPR ,-,,,
 GMPS ,-,,,
 GNA12 ,-,,,
 GNA13 ,-,,,
 GNA14 ,-,,,
 GNA15 ,-,,,
 GNAI1 ,-,,,
 GNAI3 ,-,,,
 GNAL ,-,,,
 GNAL ,-,,,
 GNAO1 ,-,,,
 GNAQ ,-,,,
 GNAS ,-,,,
 GNAT2 ,-,,,
 GNAZ ,-,,,
 GNB1L ,-,,,
 GNB2 ,-,,,
 GNB3 ,-,,,
 GNG10 ,-,,,
 GNG11 ,-,,,
 GNG12 ,-,,,
 GNG5 ,-,,,
 GNG5 ,-,,,
 GNG7 ,-,,,
 GNGT2 ,-,,,
 GNL1 ,-,,,
 GNL2 ,-,,,
 GNL3 ,-,,,
 GNLY ,-,,,
 GNMT ,-,,,
 GNPAT ,-,,,
 GNPDA1 ,-,,,
 GNPDA2 ,-,,,
 GNPTAB ,-,,,
 GNRH1 ,-,,,
 GNRH2 ,-,,,
 GNRHR ,-,,,
 GNRHR2 ,-,,,
 GNS ,-,,,
 GOLGA1 ,-,,,
 GOLGA4 ,-,,,
 GOLGA5 ,-,,,
 GOLGA6A ,-,,,
 GOLGA6B ,-,,,
 GOLGA6C ,-,,,
 GOLGA6L5 ,-,,,
 GOLGA8A ,-,,,
 GOLGA8B ,-,,,
 GOLGA8C ,-,,,
 GOLGA9P ,-,,,
 GOLGB1 ,-,,,
 GOLIM4 ,-,,,
 GOLPH3L ,-,,,
 GOLT1B ,-,,,
 GOLT1B ,-,,,
 GON4L ,-,,,
 GORASP1 ,-,,,
 GORASP2 ,-,,,
 GOSR2 ,-,,,
 GP1BA ,-,,,
 GP2 ,-,,,
 GP6 ,-,,,
 GP9 ,-,,,
 GPA33 ,-,,,
 GPAA1 ,-,,,
 GPATCH1 ,-,,,
 GPATCH2 ,-,,,
 GPATCH3 ,-,,,
 GPATCH4 ,-,,,
 GPATCH8 ,-,,,
 GPBP1 ,-,,,
 GPBP1L1 ,-,,,
 GPBP1L1 ,-,,,
 GPC1 ,-,,,
 GPC6 ,-,,,
 GPD1L ,-,,,
 GPD2 ,-,,,
 GPHA2 ,-,,,
 GPIHBP1 ,-,,,
 GPN1 ,-,,,
 GPN1 ,-,,,
 GPN2 ,-,,,
 GPN3 ,-,,,
 GPNMB ,-,,,
 GPR1 ,-,,,
 GPR109A ,-,,,
 GPR109B ,-,,,
 GPR110 ,-,,,
 GPR113 ,-,,,
 GPR114 ,-,,,
 GPR115 ,-,,,
 GPR116 ,-,,,
 GPR123 ,-,,,
 GPR126 ,-,,,
 GPR132 ,-,,,
 GPR133 ,-,,,
 GPR137 ,-,,,
 GPR137C ,-,,,
 GPR137C ,-,,,
 GPR141 ,-,,,
 GPR15 ,-,,,
 GPR155 ,-,,,
 GPR156 ,-,,,
 GPR158 ,-,,,
 GPR161 ,-,,,
 GPR162 ,-,,,
 GPR17 ,-,,,
 GPR171 ,-,,,
 GPR172A ,-,,,
 GPR172A ,-,,,
 GPR176 ,-,,,
 GPR179 ,-,,,
 GPR18 ,-,,,
 GPR180 ,-,,,
 GPR19 ,-,,,
 GPR20 ,-,,,
 GPR22 ,-,,,
 GPR25 ,-,,,
 GPR3 ,-,,,
 GPR35 ,-,,,
 GPR39 ,-,,,
 GPR4 ,-,,,
 GPR45 ,-,,,
 GPR56 ,-,,,
 GPR62 ,-,,,
 GPR63 ,-,,,
 GPR65 ,-,,,
 GPR68 ,-,,,
 GPR81 ,-,,,
 GPR84 ,-,,,
 GPR85 ,-,,,
 GPR89A ,-,,,
 GPR89B ,-,,,
 GPRC5A ,-,,,
 GPRC5B ,-,,,
 GPRC5D ,-,,,
 GPRIN1 ,-,,,
 GPRIN2 ,-,,,
 GPRIN3 ,-,,,
 GPS2 ,-,,,
 GPSM1 ,-,,,
 GPSM1 ,-,,,
 GPSM2 ,-,,,
 GPX2 ,-,,,
 GRAMD1A ,-,,,
 GRAMD1C ,-,,,
 GRAMD2 ,-,,,
 GRAP2 ,-,,,
 GRASP ,-,,,
 GRB7 ,-,,,
 GREM1 ,-,,,
 GRHL3 ,-,,,
 GRIA1 ,-,,,
 GRIA2 ,-,,,
 GRID2IP ,-,,,
 GRIK1 ,-,,,
 GRIK4 ,-,,,
 GRIK5 ,-,,,
 GRIN2A ,-,,,
 GRIN2B ,-,,,
 GRIN2C ,-,,,
 GRIN2D ,-,,,
 GRIN3A ,-,,,
 GRIN3B ,-,,,
 GRINL1A ,-,,,
 GRIP2 ,-,,,
 GRK4 ,-,,,
 GRK6 ,-,,,
 GRM2 ,-,,,
 GRM3 ,-,,,
 GRM4 ,-,,,
 GRM7 ,-,,,
 GRM8 ,-,,,
 GRN ,-,,,
 GRPEL1 ,-,,,
 GRPEL2 ,-,,,
 GRRP1 ,-,,,
 GRSF1 ,-,,,
 GRWD1 ,-,,,
 GSDMA ,-,,,
 GSDMB ,-,,,
 GSDMC ,-,,,
 GSG1L ,-,,,
 GSK3B ,-,,,
 GSPT1 ,-,,,
 GSR ,-,,,
 GSS ,-,,,
 GSTA1 ,-,,,
 GSTM1 ,-,,,
 GSTM4 ,-,,,
 GSTO1 ,-,,,
 GSTO2 ,-,,,
 GSTP1 ,-,,,
 GSTT2 ,-,,,
 GTDC1 ,-,,,
 GTF2A1L ,-,,,
 GTF2A2 ,-,,,
 GTF2B ,-,,,
 GTF2E1 ,-,,,
 GTF2E2 ,-,,,
 GTF2F1 ,-,,,
 GTF2F2 ,-,,,
 GTF2H1 ,-,,,
 GTF2H1 ,-,,,
 GTF2H2C ,-,,,
 GTF2H2D ,-,,,
 GTF2H3 ,-,,,
 GTF2H3 ,-,,,
 GTF2H4 ,-,,,
 GTF2IP1 ,-,,,
 GTF2IRD1 ,-,,,
 GTF2IRD2 ,-,,,
 GTF2IRD2B ,-,,,
 GTF3A ,-,,,
 GTF3C1 ,-,,,
 GTF3C3 ,-,,,
 GTF3C4 ,-,,,
 GTF3C5 ,-,,,
 GTF3C6 ,-,,,
 GTPBP1 ,-,,,
 GTPBP10 ,-,,,
 GTPBP2 ,-,,,
 GTPBP2 ,-,,,
 GTPBP4 ,-,,,
 GTPBP5 ,-,,,
 GTPBP8 ,-,,,
 GTSE1 ,-,,,
 GTSE1 ,-,,,
 GTSF1 ,-,,,
 GTSF1L ,-,,,
 GUCA1B ,-,,,
 GUCA2A ,-,,,
 GUCA2B ,-,,,
 GUCY1B2 ,-,,,
 GUCY1B3 ,-,,,
 GUCY2C ,-,,,
 GUCY2D ,-,,,
 GUCY2E ,-,,,
 GUF1 ,-,,,
 GUSBL1 ,-,,,
 GVIN1 ,-,,,
 GXYLT2 ,-,,,
 GYG1 ,-,,,
 GYLTL1B ,-,,,
 GYPE ,-,,,
 GYS1 ,-,,,
 GYS2 ,-,,,
 GZF1 ,-,,,
 GZMA ,-,,,
 GZMB ,-,,,
 GZMH ,-,,,
 GZMK ,-,,,
 GZMM ,-,,,
 H19 ,-,,,
 H1FX ,-,,,
 H2AFV ,-,,,
 H2AFX ,-,,,
 H2AFY ,-,,,
 H2AFZ ,-,,,
 H3F3A ,-,,,
 H3F3B ,-,,,
 HACE1 ,-,,,
 HADHA ,-,,,
 HADHB ,-,,,
 HAMP ,-,,,
 HAPLN1 ,-,,,
 HAPLN3 ,-,,,
 HAPLN4 ,-,,,
 HAR1A ,-,,,
 HAR1A ,-,,,
 HAR1B ,-,,,
 HAR1B ,-,,,
 HARBI1 ,-,,,
 HARS ,-,,,
 HARS ,-,,,
 HARS ,-,,,
 HARS2 ,-,,,
 HARS2 ,-,,,
 HAS1 ,-,,,
 HAS2 ,-,,,
 HAS2AS ,-,,,
 HAT1 ,-,,,
 HAUS1 ,-,,,
 HAUS3 ,-,,,
 HAUS4 ,-,,,
 HAUS5 ,-,,,
 HAUS6 ,-,,,
 HAUS8 ,-,,,
 HAVCR2 ,-,,,
 HAX1 ,-,,,
 HBA1 ,-,,,
 HBB ,-,,,
 HBD ,-,,,
 HBG1 ,-,,,
 HBG2 ,-,,,
 HBP1 ,-,,,
 HBXIP ,-,,,
 HCCA2 ,-,,,
 HCCA2 ,-,,,
 HCCA2 ,-,,,
 HCCA2 ,-,,,
 HCCA2 ,-,,,
 HCCA2 ,-,,,
 HCG18 ,-,,,
 HCG22 ,-,,,
 HCG26 ,-,,,
 HCG27 ,-,,,
 HCG4 ,-,,,
 HCG4P6 ,-,,,
 HCG9 ,-,,,
 HCK ,-,,,
 HCN1 ,-,,,
 HCN3 ,-,,,
 HCN4 ,-,,,
 HCP5 ,-,,,
 HCST ,-,,,
 HDAC1 ,-,,,
 HDAC10 ,-,,,
 HDAC11 ,-,,,
 HDAC3 ,-,,,
 HDAC4 ,-,,,
 HDAC7 ,-,,,
 HDDC2 ,-,,,
 HDDC3 ,-,,,
 HDGF ,-,,,
 HDGFRP3 ,-,,,
 HDHD2 ,-,,,
 HDLBP ,-,,,
 HEATR1 ,-,,,
 HEATR2 ,-,,,
 HEATR2 ,-,,,
 HEATR4 ,-,,,
 HEATR4 ,-,,,
 HEATR5A ,-,,,
 HEATR5B ,-,,,
 HEATR5B ,-,,,
 HEATR6 ,-,,,
 HEATR7A ,-,,,
 HEATR7B2 ,-,,,
 HEBP1 ,-,,,
 HECA ,-,,,
 HECTD2 ,-,,,
 HECW1 ,-,,,
 HELB ,-,,,
 HELLS ,-,,,
 HELQ ,-,,,
 HELZ ,-,,,
 HEMGN ,-,,,
 HEPACAM ,-,,,
 HEPACAM2 ,-,,,
 HEPHL1 ,-,,,
 HEPN1 ,-,,,
 HERC2P2 ,-,,,
 HERC2P4 ,-,,,
 HERC3 ,-,,,
 HERC6 ,-,,,
 HES5 ,-,,,
 HES6 ,-,,,
 HEXA ,-,,,
 HEXB ,-,,,
 HEXDC ,-,,,
 HEY1 ,-,,,
 HEYL ,-,,,
 HFM1 ,-,,,
 HGS ,-,,,
 HGS ,-,,,
 HHATL ,-,,,
 HHEX ,-,,,
 HHIP ,-,,,
 HHIPL2 ,-,,,
 HHLA2 ,-,,,
 HIBADH ,-,,,
 HIBCH ,-,,,
 HIC1 ,-,,,
 HIC2 ,-,,,
 HIF1A ,-,,,
 HIF3A ,-,,,
 HIGD1A ,-,,,
 HIGD1B ,-,,,
 HIGD2A ,-,,,
 HIGD2B ,-,,,
 HINFP ,-,,,
 HINT1 ,-,,,
 HIP1 ,-,,,
 HIPK4 ,-,,,
 HIRA ,-,,,
 HIRIP3 ,-,,,
 HIST1H1C ,-,,,
 HIST1H1E ,-,,,
 HIST1H2AC ,-,,,
 HIST1H2AC ,-,,,
 HIST1H2AH ,-,,,
 HIST1H2AI ,-,,,
 HIST1H2AK ,-,,,
 HIST1H2AK ,-,,,
 HIST1H2AM ,-,,,
 HIST1H2AM ,-,,,
 HIST1H2BC ,-,,,
 HIST1H2BC ,-,,,
 HIST1H2BK ,-,,,
 HIST1H2BL ,-,,,
 HIST1H2BL ,-,,,
 HIST1H2BN ,-,,,
 HIST1H2BN ,-,,,
 HIST1H2BO ,-,,,
 HIST1H3A ,-,,,
 HIST1H3B ,-,,,
 HIST1H3H ,-,,,
 HIST2H2AA3 ,-,,,
 HIST2H2AA4 ,-,,,
 HIST2H2AB ,-,,,
 HIST2H2AC ,-,,,
 HIST2H2BA ,-,,,
 HIST2H2BE ,-,,,
 HIST2H2BE ,-,,,
 HIST3H2A ,-,,,
 HIST3H2BB ,-,,,
 HIST4H4 ,-,,,
 HIVEP1 ,-,,,
 HJURP ,-,,,
 HK1 ,-,,,
 HK2 ,-,,,
 HKDC1 ,-,,,
 HLA-DOA ,-,,,
 HLA-DOB ,-,,,
 HLA-DPA1 ,-,,,
 HLA-DPB1 ,-,,,
 HLA-DPB2 ,-,,,
 HLA-DQA1 ,-,,,
 HLA-DQA2 ,-,,,
 HLA-DQB1 ,-,,,
 HLA-DQB2 ,-,,,
 HLA-DRA ,-,,,
 HLA-DRB1 ,-,,,
 HLA-DRB5 ,-,,,
 HLA-DRB6 ,-,,,
 HLA-F ,-,,,
 HLA-H ,-,,,
 HLA-J ,-,,,
 HLF ,-,,,
 HM13 ,-,,,
 HMBS ,-,,,
 HMCN1 ,-,,,
 HMG20A ,-,,,
 HMG20B ,-,,,
 HMGA1 ,-,,,
 HMGA2 ,-,,,
 HMGB1 ,-,,,
 HMGB2 ,-,,,
 HMGCLL1 ,-,,,
 HMGCR ,-,,,
 HMGN1 ,-,,,
 HMGN2 ,-,,,
 HMGN3 ,-,,,
 HMGN4 ,-,,,
 HMGXB3 ,-,,,
 HMGXB3 ,-,,,
 HMGXB4 ,-,,,
 HMHA1 ,-,,,
 HMOX2 ,-,,,
 HMP19 ,-,,,
 HN1 ,-,,,
 HN1L ,-,,,
 HNF1B ,-,,,
 HNF4G ,-,,,
 HNRNPA1L2 ,-,,,
 HNRNPA3 ,-,,,
 HNRNPA3P1 ,-,,,
 HNRNPCL1 ,-,,,
 HNRNPD ,-,,,
 HNRNPR ,-,,,
 HNRNPU ,-,,,
 HNRNPUL2 ,-,,,
 HNRNPUL2 ,-,,,
 HNRPDL ,-,,,
 HNRPDL ,-,,,
 HNRPLL ,-,,,
 HOMEZ ,-,,,
 HOOK2 ,-,,,
 HOPX ,-,,,
 HORMAD1 ,-,,,
 HOXA2 ,-,,,
 HOXA3 ,-,,,
 HOXA6 ,-,,,
 HOXB4 ,-,,,
 HOXB6 ,-,,,
 HOXB7 ,-,,,
 HOXB8 ,-,,,
 HOXB9 ,-,,,
 HOXC4 ,-,,,
 HOXC4 ,-,,,
 HOXC5 ,-,,,
 HOXC5 ,-,,,
 HOXC6 ,-,,,
 HOXC9 ,-,,,
 HOXD3 ,-,,,
 HPCA ,-,,,
 HPCAL4 ,-,,,
 HPGD ,-,,,
 HPGDS ,-,,,
 HPS5 ,-,,,
 HPS5 ,-,,,
 HPS6 ,-,,,
 HRAS ,-,,,
 HRASLS ,-,,,
 HRASLS2 ,-,,,
 HRASLS5 ,-,,,
 HRC ,-,,,
 HRCT1 ,-,,,
 HRH1 ,-,,,
 HRH4 ,-,,,
 HRNR ,-,,,
 HRSP12 ,-,,,
 HS3ST1 ,-,,,
 HS3ST2 ,-,,,
 HS3ST6 ,-,,,
 HS6ST3 ,-,,,
 HSBP1 ,-,,,
 HSBP1L1 ,-,,,
 HSCB ,-,,,
 HSD11B1L ,-,,,
 HSD11B2 ,-,,,
 HSD17B1 ,-,,,
 HSD17B12 ,-,,,
 HSD17B3 ,-,,,
 HSD17B8 ,-,,,
 HSD3B1 ,-,,,
 HSD3B2 ,-,,,
 HSDL1 ,-,,,
 HSDL1 ,-,,,
 HSF1 ,-,,,
 HSH2D ,-,,,
 HSN2 ,-,,,
 HSP90AB4P ,-,,,
 HSP90B3P ,-,,,
 HSPA12A ,-,,,
 HSPA12B ,-,,,
 HSPA14 ,-,,,
 HSPA1A ,-,,,
 HSPA1A ,-,,,
 HSPA1B ,-,,,
 HSPA1L ,-,,,
 HSPA2 ,-,,,
 HSPA4 ,-,,,
 HSPA5 ,-,,,
 HSPA6 ,-,,,
 HSPA7 ,-,,,
 HSPA9 ,-,,,
 HSPB1 ,-,,,
 HSPB11 ,-,,,
 HSPB7 ,-,,,
 HSPB8 ,-,,,
 HSPB9 ,-,,,
 HSPBAP1 ,-,,,
 HSPBP1 ,-,,,
 HSPC072 ,-,,,
 HSPC157 ,-,,,
 HSPD1 ,-,,,
 HSPE1 ,-,,,
 HSPH1 ,-,,,
 HTATIP2 ,-,,,
 HTR1B ,-,,,
 HTR1D ,-,,,
 HTR1F ,-,,,
 HTR2A ,-,,,
 HTR2B ,-,,,
 HTR3A ,-,,,
 HTR4 ,-,,,
 HTR7 ,-,,,
 HTR7P ,-,,,
 HTRA2 ,-,,,
 HTRA2 ,-,,,
 HTRA3 ,-,,,
 HTT ,-,,,
 HUNK ,-,,,
 HUS1 ,-,,,
 HVCN1 ,-,,,
 HYAL1 ,-,,,
 HYAL3 ,-,,,
 HYDIN ,-,,,
 HYI ,-,,,
 HYMAI ,-,,,
 HYMAI ,-,,,
 HYOU1 ,-,,,
 IAH1 ,-,,,
 IARS ,-,,,
 IBSP ,-,,,
 ICA1 ,-,,,
 ICA1L ,-,,,
 ICAM2 ,-,,,
 ICK ,-,,,
 ICMT ,-,,,
 ICOS ,-,,,
 ICOSLG ,-,,,
 ICT1 ,-,,,
 ID2 ,-,,,
 ID4 ,-,,,
 IDE ,-,,,
 IDH3A ,-,,,
 IDH3B ,-,,,
 IDI1 ,-,,,
 IDI2 ,-,,,
 IDO1 ,-,,,
 IDO2 ,-,,,
 IER2 ,-,,,
 IER3 ,-,,,
 IER3 ,-,,,
 IER5 ,-,,,
 IFFO1 ,-,,,
 IFFO2 ,-,,,
 IFI16 ,-,,,
 IFI27L1 ,-,,,
 IFI30 ,-,,,
 IFI44 ,-,,,
 IFI44L ,-,,,
 IFI6 ,-,,,
 IFIH1 ,-,,,
 IFIT2 ,-,,,
 IFITM4P ,-,,,
 IFITM5 ,-,,,
 IFNAR1 ,-,,,
 IFNG ,-,,,
 IFNGR2 ,-,,,
 IFRD1 ,-,,,
 IFRD2 ,-,,,
 IFT52 ,-,,,
 IFT74 ,-,,,
 IFT80 ,-,,,
 IFT81 ,-,,,
 IFT88 ,-,,,
 IGDCC3 ,-,,,
 IGDCC4 ,-,,,
 IGF2 ,-,,,
 IGF2 ,-,,,
 IGF2 ,-,,,
 IGF2AS ,-,,,
 IGF2BP2 ,-,,,
 IGF2BP3 ,-,,,
 IGF2R ,-,,,
 IGFBP2 ,-,,,
 IGFBP3 ,-,,,
 IGFBP6 ,-,,,
 IGFBPL1 ,-,,,
 IGFL2 ,-,,,
 IGFN1 ,-,,,
 IGHMBP2 ,-,,,
 IGJ ,-,,,
 IGLL3 ,-,,,
 IGSF10 ,-,,,
 IGSF21 ,-,,,
 IGSF3 ,-,,,
 IGSF5 ,-,,,
 IGSF6 ,-,,,
 IHH ,-,,,
 IK ,-,,,
 IK ,-,,,
 IKBKAP ,-,,,
 IKBKE ,-,,,
 IKZF1 ,-,,,
 IKZF2 ,-,,,
 IKZF3 ,-,,,
 IKZF4 ,-,,,
 IL10 ,-,,,
